grado,termino,log2_ratio_prevalencia,documentos_grado,total_documentos_grado,documentos_resto,total_documentos_resto,prevalencia_grado,prevalencia_resto,motivo_exclusion
Ejecución,universidad,0.3590810933048283,4,5,34,58,0.8,0.5862068965517241,contexto_institucional_geografico
Ejecución,universidad catolica,2.404595752557197,3,5,6,58,0.6,0.10344827586206896,contexto_institucional_geografico
Informática,ambiental,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,ambitos,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,analisis,-0.2439255828860894,4,26,7,37,0.15384615384615385,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,aplicada,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,aplicar,-0.4244978285279103,4,26,8,37,0.15384615384615385,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,areas,-0.7293524100563313,4,26,10,37,0.15384615384615385,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,artificial,-0.13499121133292535,5,26,8,37,0.19230769230769232,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,asi,-0.7293524100563313,4,26,10,37,0.15384615384615385,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,base,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,basicas,-1.6538013770491544,3,26,15,37,0.11538461538461539,0.40540540540540543,prevalencia_suavizada_no_superior_al_resto
Informática,bien comun,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,capacidades,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,capacitado,-0.03747470541866304,4,26,6,37,0.15384615384615385,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,capaz,-0.7607165809656662,6,26,15,37,0.23076923076923078,0.40540540540540543,prevalencia_suavizada_no_superior_al_resto
Informática,carrera ingenieria,0.28658913381269047,6,26,7,37,0.23076923076923078,0.1891891891891892,denominacion_grado
Informática,catolica,-0.4000447848033713,3,26,6,37,0.11538461538461539,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,chile,1.341036917835067,4,26,2,37,0.15384615384615385,0.05405405405405406,contexto_institucional_geografico
Informática,ciencia,-0.2439255828860894,4,26,7,37,0.15384615384615385,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,ciencias,-1.4212301146939992,6,26,24,37,0.23076923076923078,0.6486486486486487,prevalencia_suavizada_no_superior_al_resto
Informática,ciencias basicas,-1.6538013770491544,3,26,15,37,0.11538461538461539,0.40540540540540543,prevalencia_suavizada_no_superior_al_resto
Informática,ciencias ingenieria,-1.9399193959959893,2,26,13,37,0.07692307692307693,0.35135135135135137,denominacion_grado
Informática,competencias,-0.11701347040386972,9,26,14,37,0.34615384615384615,0.3783783783783784,prevalencia_suavizada_no_superior_al_resto
Informática,complejos,-1.0919224894410395,3,26,10,37,0.11538461538461539,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,comprometido,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,compromiso,-0.05444778402237646,6,26,9,37,0.23076923076923078,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
Informática,computacion,-1.0919224894410393,5,26,16,37,0.19230769230769232,0.43243243243243246,prevalencia_suavizada_no_superior_al_resto
Informática,computacion informatica,-0.9475325801058645,3,26,9,37,0.11538461538461539,0.24324324324324326,denominacion_grado
Informática,computacionales,-0.9475325801058645,3,26,9,37,0.11538461538461539,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
Informática,comun,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,comunicacion,-0.303426594634751,9,26,16,37,0.34615384615384615,0.43243243243243246,prevalencia_suavizada_no_superior_al_resto
Informática,comunicarse,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,conocimientos,-0.07255716457410814,12,26,18,37,0.46153846153846156,0.4864864864864865,prevalencia_suavizada_no_superior_al_resto
Informática,construir,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,cristiana,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,cuenta,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,desafios,-0.4000447848033713,3,26,6,37,0.11538461538461539,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,desempenarse,-0.4398457928613464,5,26,10,37,0.19230769230769232,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,desenvolverse,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,disena,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,disenar,-0.11701347040386972,9,26,14,37,0.34615384615384615,0.3783783783783784,prevalencia_suavizada_no_superior_al_resto
Informática,disenar implementar,-0.7870679079126183,3,26,8,37,0.11538461538461539,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,diseno,-0.5710903261395986,5,26,11,37,0.19230769230769232,0.2972972972972973,prevalencia_suavizada_no_superior_al_resto
Informática,emergentes,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,emprendimiento,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,empresas,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,equipo,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,etica,-0.8024158722460543,5,26,13,37,0.19230769230769232,0.35135135135135137,prevalencia_suavizada_no_superior_al_resto
Informática,evaluacion,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,formacion,-0.4752511289925447,11,26,22,37,0.4230769230769231,0.5945945945945946,prevalencia_suavizada_no_superior_al_resto
Informática,formar,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,gestion,-0.02779215202132365,11,26,16,37,0.4230769230769231,0.43243243243243246,prevalencia_suavizada_no_superior_al_resto
Informática,habilidades,-0.5710903261395986,5,26,11,37,0.19230769230769232,0.2972972972972973,prevalencia_suavizada_no_superior_al_resto
Informática,identificar,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,impacto,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,implementacion,-0.03747470541866304,4,26,6,37,0.15384615384615385,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,informatica,0.07034893945783782,23,26,31,37,0.8846153846153846,0.8378378378378378,denominacion_grado
Informática,informatica universidad,-0.3549568952748331,7,26,13,37,0.2692307692307692,0.35135135135135137,denominacion_grado
Informática,informaticas,1.0405278065826102,9,26,6,37,0.34615384615384615,0.16216216216216217,denominacion_grado
Informática,informatico,-0.03747470541866304,4,26,6,37,0.15384615384615385,0.16216216216216217,denominacion_grado
Informática,informatico universidad,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,denominacion_grado
Informática,informaticos,-0.2206558035632421,12,26,20,37,0.46153846153846156,0.5405405405405406,denominacion_grado
Informática,ingeniera,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,denominacion_grado
Informática,ingenieria,-0.21549717455957165,20,26,33,37,0.7692307692307693,0.8918918918918919,denominacion_grado
Informática,ingenieria informatica,1.0494333598045023,12,26,8,37,0.46153846153846156,0.21621621621621623,denominacion_grado
Informática,ingenieria software,-0.4398457928613464,5,26,10,37,0.19230769230769232,0.2702702702702703,denominacion_grado
Informática,ingeniero,-0.16747352244821603,15,26,24,37,0.5769230769230769,0.6486486486486487,denominacion_grado
Informática,ingeniero informatica,4.885357434058878,10,26,0,37,0.38461538461538464,0.0,denominacion_grado
Informática,innovacion,-0.388315492221264,9,26,17,37,0.34615384615384615,0.4594594594594595,prevalencia_suavizada_no_superior_al_resto
Informática,instituciones,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,instituto,1.341036917835067,4,26,2,37,0.15384615384615385,0.05405405405405406,contexto_institucional_geografico
Informática,integral,-0.29545588352617136,5,26,9,37,0.19230769230769232,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
Informática,inteligencia,-0.19883769335755144,6,26,10,37,0.23076923076923078,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,inteligencia artificial,-0.13499121133292535,5,26,8,37,0.19230769230769232,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,investigacion,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,liderazgo,-0.13499121133292535,5,26,8,37,0.19230769230769232,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,manera,-0.05444778402237646,6,26,9,37,0.23076923076923078,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
Informática,medio,-0.03747470541866304,4,26,6,37,0.15384615384615385,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,negocios,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,nivel,-0.5849625007211563,4,26,9,37,0.15384615384615385,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
Informática,nuevas,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,operar,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,pais,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,permite,-0.27747814259711573,8,26,14,37,0.3076923076923077,0.3783783783783784,prevalencia_suavizada_no_superior_al_resto
Informática,persona,-0.885471611973613,2,26,6,37,0.07692307692307693,0.16216216216216217,prevalencia_suavizada_no_superior_al_resto
Informática,principios,-0.7293524100563313,4,26,10,37,0.15384615384615385,0.2702702702702703,prevalencia_suavizada_no_superior_al_resto
Informática,privadas,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,problemas,-0.4000447848033713,10,26,19,37,0.38461538461538464,0.5135135135135135,prevalencia_suavizada_no_superior_al_resto
Informática,problemas complejos,-1.2724947350828604,2,26,8,37,0.07692307692307693,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,profesion,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,profesional,-0.15229510742052105,19,26,30,37,0.7307692307692307,0.8108108108108109,prevalencia_suavizada_no_superior_al_resto
Informática,profesional ingeniero,2.078002512001273,4,26,1,37,0.15384615384615385,0.02702702702702703,denominacion_grado
Informática,programa,-0.7870679079126183,3,26,8,37,0.11538461538461539,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,proyectos,-0.0029174833822943314,19,26,27,37,0.7307692307692307,0.7297297297297297,prevalencia_suavizada_no_superior_al_resto
Informática,proyectos informaticos,0.493040011280117,8,26,8,37,0.3076923076923077,0.21621621621621623,denominacion_grado
Informática,proyectos ingenieria,0.493040011280117,3,26,3,37,0.11538461538461539,0.08108108108108109,denominacion_grado
Informática,publicas,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,publicas privadas,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,resolver,-0.46389126682799703,8,26,16,37,0.3076923076923077,0.43243243243243246,prevalencia_suavizada_no_superior_al_resto
Informática,resolver problemas,-0.5614077727422595,6,26,13,37,0.23076923076923078,0.35135135135135137,prevalencia_suavizada_no_superior_al_resto
Informática,responsabilidad,-0.9055093652101579,5,26,14,37,0.19230769230769232,0.3783783783783784,prevalencia_suavizada_no_superior_al_resto
Informática,responsabilidad social,-0.8605969433345836,4,26,11,37,0.15384615384615385,0.2972972972972973,prevalencia_suavizada_no_superior_al_resto
Informática,sello,-1.2724947350828604,2,26,8,37,0.07692307692307693,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,semestres,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,siendo,-0.644463512469818,2,26,5,37,0.07692307692307693,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,siendo capaz,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,sistemas,-0.0772757134766377,16,26,24,37,0.6153846153846154,0.6486486486486487,prevalencia_suavizada_no_superior_al_resto
Informática,sistemas informaticos,-0.5849625007211563,4,26,9,37,0.15384615384615385,0.24324324324324326,denominacion_grado
Informática,social,-0.5444346941385461,9,26,19,37,0.34615384615384615,0.5135135135135135,prevalencia_suavizada_no_superior_al_resto
Informática,sociedad,-0.4244978285279103,4,26,8,37,0.15384615384615385,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,software,-0.01715472103906701,16,26,23,37,0.6153846153846154,0.6216216216216216,prevalencia_suavizada_no_superior_al_resto
Informática,solidos,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,soluciones informaticas,1.2300056054463233,7,26,4,37,0.2692307692307692,0.10810810810810811,denominacion_grado
Informática,sostenible,-1.2724947350828604,2,26,8,37,0.07692307692307693,0.21621621621621623,prevalencia_suavizada_no_superior_al_resto
Informática,tecnicas,-0.15903668529957632,3,26,5,37,0.11538461538461539,0.13513513513513514,prevalencia_suavizada_no_superior_al_resto
Informática,tecnico,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,tecnologias,-0.05444778402237646,19,26,28,37,0.7307692307692307,0.7567567567567568,prevalencia_suavizada_no_superior_al_resto
Informática,tecnologias informacion,-0.24392558288608904,13,26,22,37,0.5,0.5945945945945946,prevalencia_suavizada_no_superior_al_resto
Informática,telecomunicaciones,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,titulo,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,trabajo equipo,-0.3549568952748331,2,26,4,37,0.07692307692307693,0.10810810810810811,prevalencia_suavizada_no_superior_al_resto
Informática,universidad,-0.10735253001064538,15,26,23,37,0.5769230769230769,0.6216216216216216,contexto_institucional_geografico
Informática,universidad catolica,-0.4000447848033713,3,26,6,37,0.11538461538461539,0.16216216216216217,contexto_institucional_geografico
Informática,vida,-0.6064956622707975,3,26,7,37,0.11538461538461539,0.1891891891891892,prevalencia_suavizada_no_superior_al_resto
Informática,vision,-0.29545588352617136,5,26,9,37,0.19230769230769232,0.24324324324324326,prevalencia_suavizada_no_superior_al_resto
