fold_externo,condicion,feature,idf
2,Original,admisión,3.4849066497880004
2,Original,alto,2.9252908618525773
2,Original,analizar,2.5686159179138452
2,Original,analítica,2.9252908618525773
2,Original,anual,3.772588722239781
2,Original,análisis,2.791759469228055
2,Original,aplicaciones,3.0794415416798357
2,Original,aplicada,2.6739764335716716
2,Original,aplicando,2.791759469228055
2,Original,aplicar,2.47330573810952
2,Original,aprendizaje,2.47330573810952
2,Original,arancel,3.4849066497880004
2,Original,arancel anual,3.772588722239781
2,Original,aranceles,3.4849066497880004
2,Original,artificial,2.6739764335716716
2,Original,as,3.4849066497880004
2,Original,así,2.386294361119891
2,Original,autónoma,2.791759469228055
2,Original,año,3.4849066497880004
2,Original,basadas,3.0794415416798357
2,Original,base,2.9252908618525773
2,Original,bases,2.6739764335716716
2,Original,bases datos,2.791759469228055
2,Original,bien,2.791759469228055
2,Original,bien común,2.791759469228055
2,Original,buenas,3.4849066497880004
2,Original,buenas prácticas,3.4849066497880004
2,Original,básicas,2.163150809805681
2,Original,básicas ciencias,2.791759469228055
2,Original,calidad,2.09861228866811
2,Original,calidad seguridad,3.2617630984737906
2,Original,campo,2.791759469228055
2,Original,campus,3.4849066497880004
2,Original,capaces,2.386294361119891
2,Original,capacidad,1.826678573184468
2,Original,capacidades,3.4849066497880004
2,Original,capacitado,2.5686159179138452
2,Original,capaz,2.2321436812926323
2,Original,carrera,1.7357067949787413
2,Original,carrera ingeniería,2.386294361119891
2,Original,católica,3.0794415416798357
2,Original,chile,3.0794415416798357
2,Original,ciclo,3.2617630984737906
2,Original,ciclo vida,3.4849066497880004
2,Original,ciencia,2.6739764335716716
2,Original,ciencias,1.7357067949787413
2,Original,ciencias básicas,2.163150809805681
2,Original,ciencias ingeniería,2.3062516534463544
2,Original,civil,1.826678573184468
2,Original,civil computación,2.9252908618525773
2,Original,civil informática,2.386294361119891
2,Original,colaborativamente,3.2617630984737906
2,Original,colaborativo,3.2617630984737906
2,Original,competencias,1.9267620317414504
2,Original,complejos,2.386294361119891
2,Original,comprometido,3.4849066497880004
2,Original,compromiso,2.3062516534463544
2,Original,compromiso ético,3.4849066497880004
2,Original,computacionales,2.386294361119891
2,Original,computación,2.3062516534463544
2,Original,computación informática,2.9252908618525773
2,Original,comunicaciones,3.0794415416798357
2,Original,comunicación,1.9267620317414504
2,Original,comunicación efectiva,2.9252908618525773
2,Original,comunicación tic,3.2617630984737906
2,Original,comunicarse,3.0794415416798357
2,Original,común,2.791759469228055
2,Original,concepción,3.2617630984737906
2,Original,conocimiento,2.791759469228055
2,Original,conocimientos,1.826678573184468
2,Original,conocimientos ciencias,3.2617630984737906
2,Original,considerando,2.791759469228055
2,Original,constante,3.0794415416798357
2,Original,construir,3.0794415416798357
2,Original,consultor,3.0794415416798357
2,Original,contexto,2.791759469228055
2,Original,contextos,2.3062516534463544
2,Original,continua,2.9252908618525773
2,Original,contribuir,3.2617630984737906
2,Original,creación,3.0794415416798357
2,Original,cristiana,3.0794415416798357
2,Original,criterios,3.2617630984737906
2,Original,crítica,3.2617630984737906
2,Original,crítico,2.6739764335716716
2,Original,cuenta,3.0794415416798357
2,Original,cultura,3.2617630984737906
2,Original,curricular,3.4849066497880004
2,Original,datos,1.613104472886409
2,Original,datos sistemas,3.4849066497880004
2,Original,decil,3.772588722239781
2,Original,decisiones,2.47330573810952
2,Original,desafíos,3.0794415416798357
2,Original,desarrolla,2.5686159179138452
2,Original,desarrollar,1.826678573184468
2,Original,desarrollar proyectos,3.0794415416798357
2,Original,desarrollar soluciones,3.0794415416798357
2,Original,desarrollo,1.538996500732687
2,Original,desarrollo software,2.9252908618525773
2,Original,desarrollo sostenible,3.2617630984737906
2,Original,desempeñarse,2.386294361119891
2,Original,desempeño,2.791759469228055
2,Original,desenvolverse,3.0794415416798357
2,Original,destacan,3.0794415416798357
2,Original,digital,2.47330573810952
2,Original,digitales,2.6739764335716716
2,Original,disciplina,3.4849066497880004
2,Original,disciplinar,3.0794415416798357
2,Original,disciplinares,3.2617630984737906
2,Original,diseña,3.0794415416798357
2,Original,diseñar,1.9808292530117262
2,Original,diseñar desarrollar,2.9252908618525773
2,Original,diseñar implementar,2.791759469228055
2,Original,diseño,2.2321436812926323
2,Original,distintas,3.2617630984737906
2,Original,distintos,2.791759469228055
2,Original,diversa,3.2617630984737906
2,Original,diversas,2.9252908618525773
2,Original,diversidad,2.791759469228055
2,Original,diversos,2.5686159179138452
2,Original,duración,3.2617630984737906
2,Original,efectiva,2.5686159179138452
2,Original,eficiencia,2.3062516534463544
2,Original,eficientes,2.9252908618525773
2,Original,egresado,2.47330573810952
2,Original,egreso,2.3062516534463544
2,Original,ejecución,3.2617630984737906
2,Original,ejercicio,3.0794415416798357
2,Original,ello,3.0794415416798357
2,Original,emergentes,3.0794415416798357
2,Original,emprendimiento,2.9252908618525773
2,Original,empresarial,3.2617630984737906
2,Original,empresas,2.9252908618525773
2,Original,enfoque,2.9252908618525773
2,Original,entorno,3.0794415416798357
2,Original,equipo,2.9252908618525773
2,Original,equipos,1.7357067949787413
2,Original,equipos multidisciplinarios,2.2321436812926323
2,Original,equipos trabajo,2.9252908618525773
2,Original,especialidad,3.772588722239781
2,Original,estrategias,3.4849066497880004
2,Original,estudiantes,3.772588722239781
2,Original,está,3.2617630984737906
2,Original,estándares,2.47330573810952
2,Original,estándares calidad,3.0794415416798357
2,Original,evaluación,2.791759469228055
2,Original,evaluando,3.2617630984737906
2,Original,evaluar,2.6739764335716716
2,Original,evolución,2.791759469228055
2,Original,fin,3.0794415416798357
2,Original,forma,2.037987666851675
2,Original,formación,1.7357067949787413
2,Original,formación integral,3.2617630984737906
2,Original,formar,2.791759469228055
2,Original,formar profesionales,3.772588722239781
2,Original,formativo,3.4849066497880004
2,Original,formular,3.2617630984737906
2,Original,fundamentos,3.0794415416798357
2,Original,generación,3.0794415416798357
2,Original,generar,2.791759469228055
2,Original,generar soluciones,2.9252908618525773
2,Original,gestiona,3.2617630984737906
2,Original,gestionar,1.9808292530117262
2,Original,gestionar desarrollar,3.2617630984737906
2,Original,gestionar proyectos,2.791759469228055
2,Original,gestión,1.9267620317414504
2,Original,gestión informática,3.2617630984737906
2,Original,gestión proyectos,2.9252908618525773
2,Original,global,2.9252908618525773
2,Original,grandes,3.2617630984737906
2,Original,grandes volúmenes,3.2617630984737906
2,Original,habilidades,2.47330573810952
2,Original,hardware,3.2617630984737906
2,Original,herramientas,2.386294361119891
2,Original,herramientas tecnológicas,3.2617630984737906
2,Original,humana,3.2617630984737906
2,Original,humanos,3.0794415416798357
2,Original,identificar,2.791759469228055
2,Original,idioma,3.0794415416798357
2,Original,idioma inglés,3.0794415416798357
2,Original,impacto,3.2617630984737906
2,Original,implementa,3.4849066497880004
2,Original,implementación,3.0794415416798357
2,Original,implementar,2.2321436812926323
2,Original,inclusión,3.2617630984737906
2,Original,incorporando,3.2617630984737906
2,Original,industria,2.9252908618525773
2,Original,industrial,3.4849066497880004
2,Original,información,1.3448404862917296
2,Original,información comunicaciones,3.2617630984737906
2,Original,información comunicación,2.791759469228055
2,Original,informática,1.1823215567939547
2,Original,informática egresado,3.2617630984737906
2,Original,informática innovación,3.772588722239781
2,Original,informática instituto,3.2617630984737906
2,Original,informática universidad,2.3062516534463544
2,Original,informáticas,2.6739764335716716
2,Original,informático,2.9252908618525773
2,Original,informáticos,1.613104472886409
2,Original,ingeniera,3.0794415416798357
2,Original,ingeniero,1.503905180921417
2,Original,ingeniero civil,2.386294361119891
2,Original,ingeniero ejecución,3.2617630984737906
2,Original,ingeniero informática,2.5686159179138452
2,Original,ingenieros,2.9252908618525773
2,Original,ingeniería,1.1823215567939547
2,Original,ingeniería civil,2.386294361119891
2,Original,ingeniería informática,2.037987666851675
2,Original,ingeniería ingeniería,3.0794415416798357
2,Original,ingeniería software,2.47330573810952
2,Original,inglés,2.791759469228055
2,Original,innovación,2.037987666851675
2,Original,innovadoras,2.163150809805681
2,Original,instituciones,3.0794415416798357
2,Original,instituciones públicas,3.2617630984737906
2,Original,instituto,2.9252908618525773
2,Original,instituto profesional,3.2617630984737906
2,Original,integración,3.2617630984737906
2,Original,integral,2.5686159179138452
2,Original,integrales,3.0794415416798357
2,Original,integrar,2.791759469228055
2,Original,inteligencia,2.47330573810952
2,Original,inteligencia artificial,2.6739764335716716
2,Original,interdisciplinarios,3.2617630984737906
2,Original,investigación,3.0794415416798357
2,Original,laboral,3.0794415416798357
2,Original,lenguajes,3.2617630984737906
2,Original,lenguajes programación,3.2617630984737906
2,Original,lidera,3.4849066497880004
2,Original,liderando,3.772588722239781
2,Original,liderar,2.386294361119891
2,Original,liderar equipos,2.791759469228055
2,Original,liderazgo,2.6739764335716716
2,Original,malla,3.2617630984737906
2,Original,malla curricular,3.772588722239781
2,Original,manejo,3.2617630984737906
2,Original,manera,2.386294361119891
2,Original,mantención,3.2617630984737906
2,Original,marco,3.2617630984737906
2,Original,marcos,3.772588722239781
2,Original,matrícula,3.4849066497880004
2,Original,mediante,2.6739764335716716
2,Original,mediante uso,3.2617630984737906
2,Original,medio,2.9252908618525773
2,Original,mejora,2.6739764335716716
2,Original,mercado,3.2617630984737906
2,Original,metodologías,2.6739764335716716
2,Original,metodologías herramientas,3.4849066497880004
2,Original,metropolitana,3.4849066497880004
2,Original,multidisciplinarios,2.037987666851675
2,Original,mundo,2.5686159179138452
2,Original,nacional,2.9252908618525773
2,Original,necesidades,2.09861228866811
2,Original,negocios,2.791759469228055
2,Original,nivel,2.386294361119891
2,Original,nivel superior,3.4849066497880004
2,Original,niveles,3.2617630984737906
2,Original,normativa,3.772588722239781
2,Original,nuevas,2.9252908618525773
2,Original,nuevas tecnologías,3.2617630984737906
2,Original,nuevos,3.2617630984737906
2,Original,objetivos,2.9252908618525773
2,Original,operar,3.2617630984737906
2,Original,oportunidades,3.0794415416798357
2,Original,organizacional,3.4849066497880004
2,Original,organizacionales,2.47330573810952
2,Original,organizaciones,1.9267620317414504
2,Original,organización,2.386294361119891
2,Original,partir,3.0794415416798357
2,Original,país,3.0794415416798357
2,Original,pensamiento,2.791759469228055
2,Original,pensamiento crítico,2.9252908618525773
2,Original,perfil,2.037987666851675
2,Original,perfil egreso,2.386294361119891
2,Original,permanente,2.6739764335716716
2,Original,permitan,3.0794415416798357
2,Original,permite,1.9808292530117262
2,Original,permitirá,3.2617630984737906
2,Original,persona,2.791759469228055
2,Original,personas,2.791759469228055
2,Original,planificación,3.2617630984737906
2,Original,planificar,2.9252908618525773
2,Original,plataformas,3.0794415416798357
2,Original,podrá,3.0794415416798357
2,Original,posee,2.2321436812926323
2,Original,principios,2.5686159179138452
2,Original,privadas,2.9252908618525773
2,Original,problemas,1.6523251860396901
2,Original,problemas complejos,2.5686159179138452
2,Original,problemáticas,3.2617630984737906
2,Original,procesos,1.8754687373538999
2,Original,productivo,3.4849066497880004
2,Original,productos,2.6739764335716716
2,Original,profesional,1.3158529494184772
2,Original,profesional ingeniero,3.0794415416798357
2,Original,profesionales,1.9267620317414504
2,Original,profesionales capaces,3.0794415416798357
2,Original,profesión,3.0794415416798357
2,Original,programa,2.6739764335716716
2,Original,programación,2.9252908618525773
2,Original,promoción,3.2617630984737906
2,Original,propios,2.9252908618525773
2,Original,proyectos,1.3448404862917296
2,Original,proyectos informáticos,2.386294361119891
2,Original,proyectos tecnologías,3.2617630984737906
2,Original,prácticas,3.2617630984737906
2,Original,prácticas industria,3.4849066497880004
2,Original,puede,2.9252908618525773
2,Original,públicas,2.9252908618525773
2,Original,públicas privadas,2.9252908618525773
2,Original,público,3.2617630984737906
2,Original,públicos,3.0794415416798357
2,Original,reconoce,3.4849066497880004
2,Original,recursos,2.386294361119891
2,Original,redes,2.5686159179138452
2,Original,región,3.4849066497880004
2,Original,requerimientos,2.9252908618525773
2,Original,resolución,3.0794415416798357
2,Original,resolución problemas,3.0794415416798357
2,Original,resolver,1.8754687373538999
2,Original,resolver problemas,2.037987666851675
2,Original,respeto,3.0794415416798357
2,Original,responsabilidad,2.2321436812926323
2,Original,responsabilidad social,2.47330573810952
2,Original,responsable,3.0794415416798357
2,Original,riesgos,3.0794415416798357
2,Original,santiago,3.0794415416798357
2,Original,sector,2.791759469228055
2,Original,sede,3.2617630984737906
2,Original,seguridad,2.163150809805681
2,Original,seguridad información,2.791759469228055
2,Original,según,2.6739764335716716
2,Original,sello,2.6739764335716716
2,Original,semestres,3.0794415416798357
2,Original,sentido,3.0794415416798357
2,Original,servicios,2.3062516534463544
2,Original,sistemas,1.4054651081081644
2,Original,sistemas computacionales,2.9252908618525773
2,Original,sistemas información,2.47330573810952
2,Original,sistemas informáticos,2.386294361119891
2,Original,social,1.826678573184468
2,Original,sociales,2.791759469228055
2,Original,sociedad,2.6739764335716716
2,Original,software,1.538996500732687
2,Original,soluciones,1.4054651081081644
2,Original,soluciones eficientes,3.2617630984737906
2,Original,soluciones informáticas,2.791759469228055
2,Original,soluciones innovadoras,2.9252908618525773
2,Original,soluciones software,3.0794415416798357
2,Original,soluciones tecnológicas,2.6739764335716716
2,Original,sostenible,2.791759469228055
2,Original,superior,3.2617630984737906
2,Original,sólida,2.5686159179138452
2,Original,sólida formación,2.6739764335716716
2,Original,tecnología,2.791759469228055
2,Original,tecnologías,1.3158529494184772
2,Original,tecnologías información,1.5753641449035618
2,Original,tecnológica,2.163150809805681
2,Original,tecnológicas,2.3062516534463544
2,Original,tecnológico,2.6739764335716716
2,Original,tecnológicos,2.386294361119891
2,Original,telecomunicaciones,3.0794415416798357
2,Original,tic,3.2617630984737906
2,Original,toma,2.791759469228055
2,Original,toma decisiones,2.791759469228055
2,Original,trabajar,2.791759469228055
2,Original,trabajo,1.9267620317414504
2,Original,transformación,2.3062516534463544
2,Original,transformación digital,2.47330573810952
2,Original,través,2.386294361119891
2,Original,técnicas,2.791759469228055
2,Original,técnico,3.0794415416798357
2,Original,técnicos,2.9252908618525773
2,Original,título,3.0794415416798357
2,Original,título profesional,3.2617630984737906
2,Original,universidad,1.5753641449035618
2,Original,universidad católica,3.0794415416798357
2,Original,universitario,3.772588722239781
2,Original,uso,2.47330573810952
2,Original,utilizando,3.0794415416798357
2,Original,vacantes,3.4849066497880004
2,Original,valor,2.6739764335716716
2,Original,valores,3.2617630984737906
2,Original,vida,2.6739764335716716
2,Original,vigente,3.4849066497880004
2,Original,visión,2.386294361119891
2,Original,ámbito,2.9252908618525773
2,Original,ámbitos,3.0794415416798357
2,Original,área,2.5686159179138452
2,Original,áreas,2.5686159179138452
2,Original,ética,2.09861228866811
2,Original,ético,2.5686159179138452
2,Original,éticos,3.0794415416798357
2,Solo_titulos,000,3.4849066497880004
2,Solo_titulos,000 arancel,3.772588722239781
2,Solo_titulos,10,3.0794415416798357
2,Solo_titulos,2026,3.4849066497880004
2,Solo_titulos,25,3.4849066497880004
2,Solo_titulos,académico,3.0794415416798357
2,Solo_titulos,acuerdo,2.9252908618525773
2,Solo_titulos,además,2.386294361119891
2,Solo_titulos,admisión,3.4849066497880004
2,Solo_titulos,alto,2.9252908618525773
2,Solo_titulos,ambientes,3.2617630984737906
2,Solo_titulos,analista,3.4849066497880004
2,Solo_titulos,analizar,2.5686159179138452
2,Solo_titulos,analítica,2.9252908618525773
2,Solo_titulos,anual,3.772588722239781
2,Solo_titulos,análisis,2.791759469228055
2,Solo_titulos,aplicaciones,3.0794415416798357
2,Solo_titulos,aplicación,3.2617630984737906
2,Solo_titulos,aplicada,2.6739764335716716
2,Solo_titulos,aplicando,2.791759469228055
2,Solo_titulos,aplicar,2.47330573810952
2,Solo_titulos,aprender,3.2617630984737906
2,Solo_titulos,aprendizaje,2.47330573810952
2,Solo_titulos,arancel,3.4849066497880004
2,Solo_titulos,arancel anual,3.772588722239781
2,Solo_titulos,aranceles,3.4849066497880004
2,Solo_titulos,artificial,2.6739764335716716
2,Solo_titulos,as,3.4849066497880004
2,Solo_titulos,asimismo,3.2617630984737906
2,Solo_titulos,asociados,3.2617630984737906
2,Solo_titulos,así,2.386294361119891
2,Solo_titulos,autónoma,2.791759469228055
2,Solo_titulos,año,3.4849066497880004
2,Solo_titulos,basadas,3.0794415416798357
2,Solo_titulos,base,2.9252908618525773
2,Solo_titulos,bases,2.6739764335716716
2,Solo_titulos,bases datos,2.791759469228055
2,Solo_titulos,bien,2.791759469228055
2,Solo_titulos,bien común,2.791759469228055
2,Solo_titulos,buenas,3.4849066497880004
2,Solo_titulos,buenas prácticas,3.4849066497880004
2,Solo_titulos,básicas,2.163150809805681
2,Solo_titulos,básicas ciencias,2.791759469228055
2,Solo_titulos,calidad,2.09861228866811
2,Solo_titulos,calidad seguridad,3.2617630984737906
2,Solo_titulos,campo,2.791759469228055
2,Solo_titulos,campus,3.4849066497880004
2,Solo_titulos,capaces,2.386294361119891
2,Solo_titulos,capacidad,1.826678573184468
2,Solo_titulos,capacidades,3.4849066497880004
2,Solo_titulos,capacitado,2.5686159179138452
2,Solo_titulos,capaz,2.2321436812926323
2,Solo_titulos,carrera,1.7357067949787413
2,Solo_titulos,carrera universidad,2.6739764335716716
2,Solo_titulos,católica,3.0794415416798357
2,Solo_titulos,chile,3.0794415416798357
2,Solo_titulos,ciclo,3.2617630984737906
2,Solo_titulos,ciclo vida,3.4849066497880004
2,Solo_titulos,ciencia,2.6739764335716716
2,Solo_titulos,ciencias,1.7357067949787413
2,Solo_titulos,ciencias básicas,2.163150809805681
2,Solo_titulos,ciencias ingeniería,2.386294361119891
2,Solo_titulos,civil,2.9252908618525773
2,Solo_titulos,competencias,1.9267620317414504
2,Solo_titulos,complejos,2.386294361119891
2,Solo_titulos,compromiso,2.3062516534463544
2,Solo_titulos,computacionales,2.386294361119891
2,Solo_titulos,computación,2.386294361119891
2,Solo_titulos,computación informática,3.0794415416798357
2,Solo_titulos,comunicaciones,3.0794415416798357
2,Solo_titulos,comunicación,1.9267620317414504
2,Solo_titulos,comunicación efectiva,2.9252908618525773
2,Solo_titulos,comunicarse,3.0794415416798357
2,Solo_titulos,común,2.791759469228055
2,Solo_titulos,concepción,3.2617630984737906
2,Solo_titulos,conocimiento,2.791759469228055
2,Solo_titulos,conocimientos,1.826678573184468
2,Solo_titulos,considerando,2.791759469228055
2,Solo_titulos,constante,3.0794415416798357
2,Solo_titulos,construir,3.0794415416798357
2,Solo_titulos,consultor,3.0794415416798357
2,Solo_titulos,contexto,2.791759469228055
2,Solo_titulos,contextos,2.3062516534463544
2,Solo_titulos,continua,2.9252908618525773
2,Solo_titulos,creación,3.0794415416798357
2,Solo_titulos,cristiana,3.0794415416798357
2,Solo_titulos,criterios,3.2617630984737906
2,Solo_titulos,crítico,2.6739764335716716
2,Solo_titulos,cuenta,3.0794415416798357
2,Solo_titulos,curricular,3.4849066497880004
2,Solo_titulos,datos,1.613104472886409
2,Solo_titulos,decisiones,2.47330573810952
2,Solo_titulos,desafíos,3.0794415416798357
2,Solo_titulos,desarrolla,2.5686159179138452
2,Solo_titulos,desarrollar,1.826678573184468
2,Solo_titulos,desarrollar proyectos,3.0794415416798357
2,Solo_titulos,desarrollar soluciones,3.0794415416798357
2,Solo_titulos,desarrollo,1.538996500732687
2,Solo_titulos,desarrollo software,2.9252908618525773
2,Solo_titulos,desarrollo sostenible,3.2617630984737906
2,Solo_titulos,desempeñarse,2.386294361119891
2,Solo_titulos,desempeño,2.791759469228055
2,Solo_titulos,desenvolverse,3.0794415416798357
2,Solo_titulos,destacan,3.0794415416798357
2,Solo_titulos,digital,2.47330573810952
2,Solo_titulos,digitales,2.6739764335716716
2,Solo_titulos,disciplinar,3.0794415416798357
2,Solo_titulos,diseña,3.0794415416798357
2,Solo_titulos,diseñar,1.9808292530117262
2,Solo_titulos,diseñar desarrollar,2.9252908618525773
2,Solo_titulos,diseñar implementar,2.791759469228055
2,Solo_titulos,diseño,2.2321436812926323
2,Solo_titulos,distintas,3.2617630984737906
2,Solo_titulos,distintos,2.791759469228055
2,Solo_titulos,diversa,3.2617630984737906
2,Solo_titulos,diversas,2.9252908618525773
2,Solo_titulos,diversidad,2.791759469228055
2,Solo_titulos,diversos,2.5686159179138452
2,Solo_titulos,duración,3.2617630984737906
2,Solo_titulos,efectiva,2.5686159179138452
2,Solo_titulos,eficiencia,2.3062516534463544
2,Solo_titulos,eficientes,2.9252908618525773
2,Solo_titulos,egresado,2.47330573810952
2,Solo_titulos,egreso,2.3062516534463544
2,Solo_titulos,ejecución,3.2617630984737906
2,Solo_titulos,ejercicio,3.0794415416798357
2,Solo_titulos,ello,3.0794415416798357
2,Solo_titulos,emergentes,3.0794415416798357
2,Solo_titulos,emprendimiento,2.9252908618525773
2,Solo_titulos,empresarial,3.2617630984737906
2,Solo_titulos,empresas,2.9252908618525773
2,Solo_titulos,enfoque,2.9252908618525773
2,Solo_titulos,entorno,3.0794415416798357
2,Solo_titulos,equipo,2.9252908618525773
2,Solo_titulos,equipos,1.7357067949787413
2,Solo_titulos,equipos multidisciplinarios,2.2321436812926323
2,Solo_titulos,equipos trabajo,2.9252908618525773
2,Solo_titulos,especialidad,3.772588722239781
2,Solo_titulos,estrategias,3.4849066497880004
2,Solo_titulos,estudiantes,3.772588722239781
2,Solo_titulos,estudio,3.2617630984737906
2,Solo_titulos,estudios,3.2617630984737906
2,Solo_titulos,está,3.2617630984737906
2,Solo_titulos,está capacitado,3.2617630984737906
2,Solo_titulos,estándares,2.47330573810952
2,Solo_titulos,estándares calidad,3.0794415416798357
2,Solo_titulos,evaluación,2.791759469228055
2,Solo_titulos,evaluando,3.2617630984737906
2,Solo_titulos,evaluar,2.6739764335716716
2,Solo_titulos,evaluar gestionar,3.4849066497880004
2,Solo_titulos,evolución,2.791759469228055
2,Solo_titulos,excelencia,3.2617630984737906
2,Solo_titulos,fin,3.0794415416798357
2,Solo_titulos,forma,2.037987666851675
2,Solo_titulos,formación,1.7357067949787413
2,Solo_titulos,formación ciencias,3.2617630984737906
2,Solo_titulos,formación integral,3.2617630984737906
2,Solo_titulos,formar,2.791759469228055
2,Solo_titulos,formar profesionales,3.772588722239781
2,Solo_titulos,formativo,3.4849066497880004
2,Solo_titulos,formular,3.2617630984737906
2,Solo_titulos,fundamentos,3.0794415416798357
2,Solo_titulos,generación,3.0794415416798357
2,Solo_titulos,generar,2.791759469228055
2,Solo_titulos,generar soluciones,2.9252908618525773
2,Solo_titulos,gestiona,3.2617630984737906
2,Solo_titulos,gestionar,1.9808292530117262
2,Solo_titulos,gestionar desarrollar,3.2617630984737906
2,Solo_titulos,gestionar proyectos,2.791759469228055
2,Solo_titulos,gestión,1.9267620317414504
2,Solo_titulos,gestión informática,3.2617630984737906
2,Solo_titulos,gestión proyectos,2.9252908618525773
2,Solo_titulos,global,2.9252908618525773
2,Solo_titulos,grandes,3.2617630984737906
2,Solo_titulos,grandes volúmenes,3.2617630984737906
2,Solo_titulos,habilidades,2.47330573810952
2,Solo_titulos,hardware,3.2617630984737906
2,Solo_titulos,herramientas,2.386294361119891
2,Solo_titulos,herramientas tecnológicas,3.2617630984737906
2,Solo_titulos,humana,3.2617630984737906
2,Solo_titulos,humanos,3.0794415416798357
2,Solo_titulos,identificar,2.791759469228055
2,Solo_titulos,idioma,3.0794415416798357
2,Solo_titulos,idioma inglés,3.0794415416798357
2,Solo_titulos,impacto,3.2617630984737906
2,Solo_titulos,implementación,3.0794415416798357
2,Solo_titulos,implementar,2.2321436812926323
2,Solo_titulos,industria,2.9252908618525773
2,Solo_titulos,información,1.3448404862917296
2,Solo_titulos,información comunicaciones,3.2617630984737906
2,Solo_titulos,información comunicación,2.791759469228055
2,Solo_titulos,informática,1.5753641449035618
2,Solo_titulos,informática universidad,3.0794415416798357
2,Solo_titulos,informáticas,2.6739764335716716
2,Solo_titulos,informáticos,1.613104472886409
2,Solo_titulos,ingeniero,1.826678573184468
2,Solo_titulos,ingeniero civil,2.9252908618525773
2,Solo_titulos,ingeniero ejecución,3.2617630984737906
2,Solo_titulos,ingeniero informática,2.9252908618525773
2,Solo_titulos,ingenieros,2.9252908618525773
2,Solo_titulos,ingeniería,1.4700036292457357
2,Solo_titulos,ingeniería software,2.47330573810952
2,Solo_titulos,inglés,2.791759469228055
2,Solo_titulos,innovación,2.037987666851675
2,Solo_titulos,innovadoras,2.163150809805681
2,Solo_titulos,instituciones,3.0794415416798357
2,Solo_titulos,instituciones públicas,3.2617630984737906
2,Solo_titulos,instituto,2.9252908618525773
2,Solo_titulos,instituto profesional,3.2617630984737906
2,Solo_titulos,integra,3.2617630984737906
2,Solo_titulos,integración,3.2617630984737906
2,Solo_titulos,integral,2.5686159179138452
2,Solo_titulos,integrales,3.0794415416798357
2,Solo_titulos,integrar,2.791759469228055
2,Solo_titulos,inteligencia,2.47330573810952
2,Solo_titulos,inteligencia artificial,2.6739764335716716
2,Solo_titulos,interdisciplinarios,3.2617630984737906
2,Solo_titulos,investigación,3.0794415416798357
2,Solo_titulos,laboral,3.0794415416798357
2,Solo_titulos,lenguajes,3.2617630984737906
2,Solo_titulos,lenguajes programación,3.2617630984737906
2,Solo_titulos,liderando,3.772588722239781
2,Solo_titulos,liderar,2.386294361119891
2,Solo_titulos,liderar equipos,2.791759469228055
2,Solo_titulos,liderazgo,2.6739764335716716
2,Solo_titulos,malla,3.2617630984737906
2,Solo_titulos,manejo,3.2617630984737906
2,Solo_titulos,manera,2.386294361119891
2,Solo_titulos,mantención,3.2617630984737906
2,Solo_titulos,marcos,3.772588722239781
2,Solo_titulos,mediante,2.6739764335716716
2,Solo_titulos,medio,2.9252908618525773
2,Solo_titulos,mejora,2.6739764335716716
2,Solo_titulos,metodologías,2.6739764335716716
2,Solo_titulos,metropolitana,3.4849066497880004
2,Solo_titulos,multidisciplinarios,2.037987666851675
2,Solo_titulos,mundo,2.5686159179138452
2,Solo_titulos,nacional,2.9252908618525773
2,Solo_titulos,necesidades,2.09861228866811
2,Solo_titulos,negocios,2.791759469228055
2,Solo_titulos,nivel,2.386294361119891
2,Solo_titulos,nivel superior,3.4849066497880004
2,Solo_titulos,niveles,3.2617630984737906
2,Solo_titulos,normativa,3.772588722239781
2,Solo_titulos,nuevas,2.9252908618525773
2,Solo_titulos,nuevas tecnologías,3.2617630984737906
2,Solo_titulos,nuevos,3.2617630984737906
2,Solo_titulos,objetivos,2.9252908618525773
2,Solo_titulos,oportunidades,3.0794415416798357
2,Solo_titulos,organizacionales,2.47330573810952
2,Solo_titulos,organizaciones,1.9267620317414504
2,Solo_titulos,organización,2.386294361119891
2,Solo_titulos,partir,3.0794415416798357
2,Solo_titulos,país,3.0794415416798357
2,Solo_titulos,pensamiento,2.791759469228055
2,Solo_titulos,pensamiento crítico,2.9252908618525773
2,Solo_titulos,perfil,2.037987666851675
2,Solo_titulos,perfil egreso,2.386294361119891
2,Solo_titulos,permanente,2.6739764335716716
2,Solo_titulos,permitan,3.0794415416798357
2,Solo_titulos,permite,1.9808292530117262
2,Solo_titulos,permitirá,3.2617630984737906
2,Solo_titulos,persona,2.791759469228055
2,Solo_titulos,personas,2.791759469228055
2,Solo_titulos,planificación,3.2617630984737906
2,Solo_titulos,planificar,2.9252908618525773
2,Solo_titulos,plataformas,3.0794415416798357
2,Solo_titulos,podrá,3.0794415416798357
2,Solo_titulos,posee,2.2321436812926323
2,Solo_titulos,presencial,3.4849066497880004
2,Solo_titulos,principios,2.5686159179138452
2,Solo_titulos,privadas,2.9252908618525773
2,Solo_titulos,problemas,1.6523251860396901
2,Solo_titulos,problemas complejos,2.5686159179138452
2,Solo_titulos,problemáticas,3.2617630984737906
2,Solo_titulos,procesos,1.8754687373538999
2,Solo_titulos,productivo,3.4849066497880004
2,Solo_titulos,productos,2.6739764335716716
2,Solo_titulos,profesional,1.3158529494184772
2,Solo_titulos,profesional ingeniero,3.2617630984737906
