fold_externo,fold_interno,feature,idf
1,2,telecomunicaciones,2.8562979903656265
1,2,tic,2.519825753744413
1,2,toma,2.519825753744413
1,2,toma decisiones,2.519825753744413
1,2,trabajar,2.8562979903656265
1,2,trabajo,1.5753641449035618
1,2,trabajo equipo,2.6739764335716716
1,2,transformación,2.268511325463507
1,2,transformación digital,2.519825753744413
1,2,través,2.0678406300013563
1,2,trayectoria,3.0794415416798357
1,2,técnicas,2.8562979903656265
1,2,técnico,3.0794415416798357
1,2,técnicos,2.6739764335716716
1,2,título,2.6739764335716716
1,2,título profesional,2.8562979903656265
1,2,universidad,1.4700036292457357
1,2,uso,2.386294361119891
