fold_externo,epoch,fitness_interno
2,14,0.6454191033138401
2,15,0.6454191033138401
2,16,0.6555531232517816
2,17,0.6555531232517816
2,18,0.6555531232517816
2,19,0.6555531232517816
2,20,0.6555531232517816
2,21,0.6614197530864198
2,22,0.6712350677262956
2,23,0.6823562421601638
2,24,0.7112563543936092
2,25,0.7112563543936092
2,26,0.7112563543936092
2,27,0.7150622282201229
2,28,0.7150622282201229
2,29,0.7289301685586514
2,30,0.7289301685586514
2,31,0.7653174330160913
2,32,0.7653174330160913
2,33,0.7653174330160913
2,34,0.7653174330160913
2,35,0.7653174330160913
2,36,0.7653174330160913
2,37,0.7653174330160913
2,38,0.7653174330160913
2,39,0.7653174330160913
2,40,0.7832883490778227
2,41,0.7832883490778227
2,42,0.7971562894163512
2,43,0.7971562894163512
2,44,0.7971562894163512
2,45,0.7971562894163512
2,46,0.7971562894163512
2,47,0.7971562894163512
2,48,0.7971562894163512
2,49,0.7971562894163512
2,50,0.7971562894163512
2,51,0.7971562894163512
2,52,0.7971562894163512
2,53,0.7971562894163512
2,54,0.7971562894163512
2,55,0.7971562894163512
2,56,0.7971562894163512
2,57,0.7971562894163512
2,58,0.7971562894163512
2,59,0.7971562894163512
2,60,0.7971562894163512
2,61,0.7971562894163512
2,62,0.7971562894163512
2,63,0.7971562894163512
2,64,0.7971562894163512
2,65,0.7971562894163512
2,66,0.7971562894163512
2,67,0.7971562894163512
2,68,0.7971562894163512
2,69,0.7971562894163512
2,70,0.7971562894163512
2,71,0.7971562894163512
2,72,0.7971562894163512
2,73,0.7971562894163512
2,74,0.7971562894163512
2,75,0.7971562894163512
2,76,0.7971562894163512
2,77,0.7971562894163512
2,78,0.7971562894163512
2,79,0.7971562894163512
2,80,0.7971562894163512
2,81,0.7971562894163512
2,82,0.7971562894163512
2,83,0.7971562894163512
2,84,0.7971562894163512
2,85,0.7971562894163512
2,86,0.7971562894163512
2,87,0.7971562894163512
2,88,0.7971562894163512
2,89,0.7971562894163512
2,90,0.7971562894163512
2,91,0.7971562894163512
2,92,0.7971562894163512
2,93,0.7971562894163512
2,94,0.7971562894163512
2,95,0.7971562894163512
2,96,0.7971562894163512
2,97,0.7971562894163512
2,98,0.7971562894163512
2,99,0.7971562894163512
2,100,0.7971562894163512
3,1,0.3666805903648009
3,2,0.37426579268684534
3,3,0.37426579268684534
3,4,0.38778966131907316
3,5,0.4013720197930724
3,6,0.4013720197930724
3,7,0.4013720197930724
3,8,0.4013720197930724
3,9,0.4013720197930724
3,10,0.4013720197930724
3,11,0.4013720197930724
3,12,0.4013720197930724
3,13,0.4013720197930724
3,14,0.4013720197930724
3,15,0.4013720197930724
3,16,0.4013720197930724
3,17,0.4013720197930724
3,18,0.4013720197930724
3,19,0.4013720197930724
3,20,0.4013720197930724
3,21,0.4013720197930724
3,22,0.4013720197930724
3,23,0.4013720197930724
3,24,0.4013720197930724
3,25,0.4013720197930724
3,26,0.4013720197930724
3,27,0.41229380641145347
3,28,0.41229380641145347
3,29,0.41229380641145347
3,30,0.41229380641145347
3,31,0.41229380641145347
3,32,0.41229380641145347
3,33,0.41229380641145347
3,34,0.41229380641145347
3,35,0.41229380641145347
3,36,0.41229380641145347
3,37,0.41229380641145347
3,38,0.41229380641145347
3,39,0.41229380641145347
3,40,0.41229380641145347
3,41,0.41229380641145347
3,42,0.41229380641145347
3,43,0.41229380641145347
3,44,0.41229380641145347
3,45,0.41229380641145347
3,46,0.41229380641145347
3,47,0.41229380641145347
3,48,0.41229380641145347
3,49,0.41229380641145347
3,50,0.41229380641145347
3,51,0.41229380641145347
3,52,0.41229380641145347
3,53,0.41229380641145347
3,54,0.41229380641145347
3,55,0.41229380641145347
3,56,0.41229380641145347
3,57,0.41229380641145347
3,58,0.41229380641145347
3,59,0.41229380641145347
3,60,0.41229380641145347
3,61,0.41229380641145347
3,62,0.41229380641145347
3,63,0.41229380641145347
3,64,0.41229380641145347
3,65,0.41229380641145347
3,66,0.41229380641145347
3,67,0.41229380641145347
3,68,0.41229380641145347
3,69,0.41229380641145347
3,70,0.41229380641145347
3,71,0.41229380641145347
3,72,0.41229380641145347
3,73,0.41229380641145347
3,74,0.41229380641145347
3,75,0.41229380641145347
3,76,0.41229380641145347
3,77,0.41229380641145347
3,78,0.41229380641145347
3,79,0.41229380641145347
3,80,0.41229380641145347
3,81,0.41229380641145347
3,82,0.41229380641145347
3,83,0.41229380641145347
3,84,0.41229380641145347
3,85,0.41229380641145347
3,86,0.41229380641145347
3,87,0.41229380641145347
3,88,0.41229380641145347
3,89,0.41229380641145347
3,90,0.41229380641145347
3,91,0.41229380641145347
3,92,0.41229380641145347
3,93,0.41229380641145347
3,94,0.41229380641145347
3,95,0.41229380641145347
3,96,0.41229380641145347
3,97,0.41229380641145347
3,98,0.41229380641145347
3,99,0.41229380641145347
3,100,0.41229380641145347
4,1,0.47245100578433913
4,2,0.47245100578433913
4,3,0.47245100578433913
4,4,0.47245100578433913
4,5,0.47326964974023794
4,6,0.47326964974023794
4,7,0.47412280701754383
4,8,0.47412280701754383
4,9,0.47762694821518353
4,10,0.47762694821518353
4,11,0.47762694821518353
4,12,0.4834548349254231
4,13,0.4834548349254231
4,14,0.4848891123400927
4,15,0.4907169990503324
4,16,0.49244176302999837
4,17,0.49244176302999837
4,18,0.49244176302999837
4,19,0.49244176302999837
4,20,0.4997039271549075
4,21,0.4997039271549075
4,22,0.5004301435673985
4,23,0.5004301435673985
4,24,0.5004301435673985
4,25,0.5004301435673985
4,26,0.5004301435673985
4,27,0.5004301435673985
4,28,0.5004301435673985
4,29,0.5004301435673985
4,30,0.5004301435673985
4,31,0.5016282536406376
4,32,0.5135020389922351
4,33,0.5135020389922351
4,34,0.5135020389922351
4,35,0.5135020389922351
4,36,0.5182703099369766
4,37,0.5182703099369766
4,38,0.5182703099369766
4,39,0.5182703099369766
4,40,0.5182703099369766
4,41,0.5182703099369766
4,42,0.5182703099369766
4,43,0.5182703099369766
4,44,0.5182703099369766
4,45,0.5182703099369766
4,46,0.5182703099369766
4,47,0.5182703099369766
4,48,0.5182703099369766
4,49,0.5182703099369766
4,50,0.5182703099369766
4,51,0.5182703099369766
4,52,0.5182703099369766
4,53,0.5182703099369766
4,54,0.5182703099369766
4,55,0.5182703099369766
4,56,0.5182703099369766
4,57,0.5182703099369766
4,58,0.5182703099369766
4,59,0.5182703099369766
4,60,0.5182703099369766
4,61,0.5182703099369766
4,62,0.5182703099369766
4,63,0.5182703099369766
4,64,0.5182703099369766
4,65,0.5182703099369766
4,66,0.5182703099369766
4,67,0.5182703099369766
4,68,0.5182703099369766
4,69,0.5182703099369766
4,70,0.5182703099369766
4,71,0.5182703099369766
4,72,0.5182703099369766
4,73,0.5182703099369766
4,74,0.5182703099369766
4,75,0.5182703099369766
4,76,0.5182703099369766
4,77,0.5182703099369766
4,78,0.5182703099369766
4,79,0.5182703099369766
4,80,0.5182703099369766
4,81,0.5182703099369766
4,82,0.5182703099369766
4,83,0.5182703099369766
4,84,0.5182703099369766
4,85,0.5182703099369766
4,86,0.5182703099369766
4,87,0.5182703099369766
4,88,0.5182703099369766
4,89,0.5182703099369766
4,90,0.5182703099369766
4,91,0.5182703099369766
4,92,0.5182703099369766
4,93,0.5182703099369766
4,94,0.5182703099369766
4,95,0.5182703099369766
4,96,0.5182703099369766
4,97,0.5182703099369766
4,98,0.5182703099369766
4,99,0.5182703099369766
4,100,0.5182703099369766
