Fold,feature,idf
3,acuerdo,3.2823823856765264
3,adaptarse,2.9459101490553135
3,además,2.4939250253122562
3,administración,3.1000608288825715
3,administrar,3.1000608288825715
3,admisión,3.505525936990736
3,alto,2.9459101490553135
3,ambiental,3.1000608288825715
3,amplio,3.2823823856765264
3,analista,3.1000608288825715
3,analizar,2.6945957207744073
3,analítica,3.1000608288825715
3,análisis,2.406913648322626
3,análisis datos,2.9459101490553135
3,aplica,3.1000608288825715
3,aplicaciones,2.9459101490553135
3,aplicación,2.8123787564307907
3,aplicada,2.589235205116581
3,aplicando,2.8123787564307907
3,aplicar,2.6945957207744073
3,apoyar,3.2823823856765264
3,aprendizaje,2.406913648322626
3,artificial,2.4939250253122562
3,asimismo,2.9459101490553135
3,así,2.406913648322626
3,años,3.505525936990736
3,base,2.589235205116581
3,bases,2.6945957207744073
3,bases datos,2.6945957207744073
3,bien,2.8123787564307907
3,bien común,2.9459101490553135
3,buenas,3.2823823856765264
3,buenas prácticas,3.2823823856765264
3,básicas,2.252762968495368
3,básicas ciencias,2.6945957207744073
3,calidad,2.0586069540544107
3,cambio,3.2823823856765264
3,campo,2.9459101490553135
3,campus,3.505525936990736
3,capaces,2.8123787564307907
3,capacidad,1.8960880245566356
3,capacitado,2.589235205116581
3,capaz,2.001448540214462
3,capaz concebir,3.505525936990736
3,carrera,1.8007778447523106
3,carrera universidad,2.9459101490553135
3,carreras,3.505525936990736
3,católica,2.6945957207744073
3,chile,2.9459101490553135
3,ciberseguridad,3.505525936990736
3,ciclo,3.2823823856765264
3,ciclo vida,3.505525936990736
3,ciencia,2.589235205116581
3,ciencia datos,3.2823823856765264
3,ciencias,1.756326082181477
3,ciencias básicas,2.252762968495368
3,ciencias computación,3.2823823856765264
3,ciencias ingeniería,2.406913648322626
3,civil,2.4939250253122562
3,civil computación,2.9459101490553135
3,competencias,2.001448540214462
3,complejos,2.589235205116581
3,comprometido,2.8123787564307907
3,compromiso,2.589235205116581
3,computacionales,2.4939250253122562
3,computación,2.0586069540544107
3,computación informática,2.4939250253122562
3,comunicaciones,2.589235205116581
3,comunicación,1.8472978603872037
3,comunicación efectiva,2.9459101490553135
3,comunicarse,2.9459101490553135
3,común,2.6945957207744073
3,concebir,3.2823823856765264
3,concebir diseñar,3.505525936990736
3,concepción,3.2823823856765264
3,conocimiento,2.8123787564307907
3,conocimientos,1.672944473242426
3,considerando,2.406913648322626
3,constante,3.1000608288825715
3,construir,2.9459101490553135
3,consultor,2.9459101490553135
3,contexto,2.3268709406490897
3,contextos,2.4939250253122562
3,continua,2.8123787564307907
3,contribuir,2.8123787564307907
3,contribuyendo,2.8123787564307907
3,crear,2.9459101490553135
3,cristiana,3.1000608288825715
3,criterios,2.8123787564307907
