grado,Civil,Ejecución,Informática
Civil,0.9999999999999999,0.6282485107516557,0.8315621348663756
Ejecución,0.6282485107516557,0.9999999999999994,0.6052380370199156
Informática,0.8315621348663756,0.6052380370199156,1.0000000000000004
